1337.29,1353.81,7.58779e-313,3.60973e-158
1353.81,1370.44,7.53983e-313,3.5983e-158
1370.44,1387.17,7.49242e-313,3.58697e-158
1387.17,1404.01,7.44557e-313,3.57574e-158
1404.01,1420.95,7.39924e-313,3.5646e-158
1420.95,1438,7.35345e-313,3.55355e-158
1438,1455.15,7.30817e-313,3.54259e-158
1455.15,1472.41,7.2634e-313,3.53173e-158
1472.41,1489.78,7.21913e-313,3.52095e-158
1489.78,1507.25,7.17536e-313,3.51026e-158
1507.25,1524.83,7.13207e-313,3.49965e-158
1524.83,1542.51,7.08926e-313,3.48913e-158
1542.51,1560.3,7.04692e-313,3.4787e-158
1560.3,1578.2,7.00504e-313,3.46834e-158
1578.2,1596.2,6.96361e-313,3.45807e-158
1596.2,1614.31,6.92263e-313,3.44788e-158
1614.31,1632.53,6.8821e-313,3.43777e-158
1632.53,1650.85,6.84199e-313,3.42774e-158
1650.85,1669.28,6.80232e-313,3.41779e-158
1669.28,1687.82,6.76306e-313,3.40791e-158
1687.82,1706.46,6.72421e-313,3.39811e-158
1706.46,1725.21,6.68578e-313,3.38839e-158
1725.21,1744.07,6.64774e-313,3.37873e-158
1744.07,1763.04,6.61011e-313,3.36916e-158
1763.04,1782.11,6.57286e-313,3.35965e-158
1782.11,1801.29,6.53599e-313,3.35022e-158
1801.29,1820.58,6.4995e-313,3.34085e-158
1820.58,1839.97,6.46339e-313,3.33155e-158
1839.97,1859.48,6.42764e-313,3.32233e-158
1859.48,1879.09,6.39225e-313,3.31317e-158
1879.09,1898.81,6.35722e-313,3.30408e-158
1898.81,1918.64,6.32254e-313,3.29506e-158
1918.64,1938.58,6.28821e-313,3.2861e-158
1938.58,1958.62,6.25422e-313,3.2772e-158
1958.62,1978.77,6.22056e-313,3.26837e-158
1978.77,1999.04,6.18724e-313,3.25961e-158
1999.04,2019.41,6.15424e-313,3.25091e-158
2019.41,2039.88,6.12157e-313,3.24226e-158
2039.88,2060.47,6.08921e-313,3.23368e-158
2060.47,2081.17,6.05717e-313,3.22516e-158
2081.17,2101.98,6.02544e-313,3.21671e-158
2101.98,2122.89,5.99401e-313,3.20831e-158
2122.89,2143.91,5.96288e-313,3.19996e-158
2143.91,2165.05,5.93206e-313,3.19168e-158
2165.05,2186.29,5.90152e-313,3.18346e-158
2186.29,2207.64,5.87127e-313,3.17529e-158
2207.64,2229.11,5.84131e-313,3.16717e-158
2229.11,2250.68,5.81163e-313,3.15912e-158
2250.68,2272.36,5.78223e-313,3.15112e-158
2272.36,2294.15,5.7531e-313,3.14317e-158
2294.15,2316.05,5.72424e-313,3.13528e-158
2316.05,2338.06,5.69565e-313,3.12744e-158
2338.06,2360.18,5.66732e-313,3.11965e-158
2360.18,2382.41,5.63926e-313,3.11192e-158
2382.41,2404.75,5.61145e-313,3.10423e-158
2404.75,2427.2,5.58389e-313,3.0966e-158
2427.2,2449.76,5.55658e-313,3.08902e-158
2449.76,2472.44,5.52953e-313,3.08149e-158
2472.44,2495.22,5.50271e-313,3.07401e-158
2495.22,2518.11,5.47614e-313,3.06658e-158
2518.11,2541.11,5.4498e-313,3.0592e-158
2541.11,2564.23,5.4237e-313,3.05186e-158
2564.23,2587.45,5.39783e-313,3.04457e-158
2587.45,2610.79,5.3722e-313,3.03734e-158
